family,group,ung_inf,otl_name,trans_route,in_tree,otl_name_red
Stephanopharyngidae,Platyhelminthes,TRUE,Stephanopharyngidae,larvae on herbage,TRUE,Stephanopharyngidae
Zygocotylidae,Platyhelminthes,TRUE,Zygocotylidae,larvae on herbage,TRUE,Zygocotylidae
Notocotylidae,Platyhelminthes,TRUE,Notocotylidae,larvae on herbage,TRUE,Notocotylidae
Opisthorchiidae,Platyhelminthes,TRUE,Opisthorchiidae,intermediate host eaten,TRUE,Opisthorchiidae
Heterophyidae,Platyhelminthes,TRUE,Heterophyidae,intermediate host eaten,TRUE,Heterophyidae
Dicrocoeliidae,Platyhelminthes,TRUE,Dicrocoeliidae,intermediate host eaten,TRUE,Dicrocoeliidae
Paragonimidae,Platyhelminthes,TRUE,Troglotrematidae,intermediate host eaten,TRUE,Troglotrematidae
Diphyllobothridae,Platyhelminthes,TRUE,Diphyllobothriidae,intermediate host eaten,TRUE,Diphyllobothriidae
Anoplocephalidae,Platyhelminthes,TRUE,Anoplocephalidae,intermediate host eaten,TRUE,Anoplocephalidae
Linstowiidae,Platyhelminthes,TRUE,Linstowiidae,intermediate host eaten,TRUE,Linstowiidae
Thysanosomatinae,Platyhelminthes,TRUE,NA,not ungulate parasites,FALSE,NA
Inermicapsiferinae,Platyhelminthes,TRUE,NA,not ungulate parasites,FALSE,NA
Davaineidae,Platyhelminthes,TRUE,Davaineidae,intermediate host eaten,TRUE,Davaineidae
Taeniidae,Platyhelminthes,TRUE,Taeniidae,eggs ingested,TRUE,Taeniidae
Catenulidae,Platyhelminthes,FALSE,Catenulidae,not ungulate parasites,FALSE,Catenulidae
Chordariidae,Platyhelminthes,FALSE,Chordariidae,not ungulate parasites,FALSE,Chordariidae
Retronectidae,Platyhelminthes,FALSE,Retronectidae,not ungulate parasites,FALSE,Retronectidae
Stenostomidae,Platyhelminthes,FALSE,Stenostomidae,not ungulate parasites,FALSE,Stenostomidae
Tyrrheniellidae,Platyhelminthes,FALSE,Tyrrheniellidae,not ungulate parasites,FALSE,Tyrrheniellidae
Leimacopsidae,Platyhelminthes,FALSE,Leimacopsidae,not ungulate parasites,FALSE,Leimacopsidae
Bothrioplanidae,Platyhelminthes,FALSE,Bothrioplanidae,not ungulate parasites,FALSE,Bothrioplanidae
Aberrapecidae,Platyhelminthes,FALSE,Aberrapecidae,not ungulate parasites,TRUE,Aberrapecidae
Acoleidae,Platyhelminthes,FALSE,Acoleidae,not ungulate parasites,TRUE,Acoleidae
Acrobothriidae,Platyhelminthes,FALSE,Acrobothriidae,not ungulate parasites,TRUE,Acrobothriidae
Amabiliidae,Platyhelminthes,FALSE,Amabiliidae,not ungulate parasites,TRUE,Amabiliidae
Amphilinidae,Platyhelminthes,FALSE,Amphilinidae,not ungulate parasites,TRUE,Amphilinidae
Anthocephaliidae,Platyhelminthes,FALSE,Anthocephaliidae,not ungulate parasites,TRUE,Anthocephaliidae
Balanobothriidae,Platyhelminthes,FALSE,Balanobothriidae,not ungulate parasites,FALSE,Balanobothriidae
Bothriocephalidae,Platyhelminthes,FALSE,Bothriocephalidae,not ungulate parasites,TRUE,Bothriocephalidae
Calliobothriidae,Platyhelminthes,FALSE,Balanobothriidae,not ungulate parasites,FALSE,Balanobothriidae
Capingentidae,Platyhelminthes,FALSE,Capingentidae,not ungulate parasites,TRUE,Capingentidae
Caryophyllaeidae,Platyhelminthes,FALSE,Caryophyllaeidae,not ungulate parasites,TRUE,Caryophyllaeidae
Cathetocephalidae,Platyhelminthes,FALSE,Cathetocephalidae,not ungulate parasites,TRUE,Cathetocephalidae
Cephalobothriidae,Platyhelminthes,FALSE,Cephalobothriidae,not ungulate parasites,TRUE,Cephalobothriidae
Cephalochlamydidae,Platyhelminthes,FALSE,Cephalochlamydidae,not ungulate parasites,TRUE,Cephalochlamydidae
Chimaerocestidae,Platyhelminthes,FALSE,Chimaerocestidae,not ungulate parasites,TRUE,Chimaerocestidae
Dilepididae,Platyhelminthes,FALSE,Dilepididae,not ungulate parasites,TRUE,Dilepididae
Dioecotaeniidae,Platyhelminthes,FALSE,Dioecotaeniidae,not ungulate parasites,TRUE,Dioecotaeniidae
Diphyllobothriidae,Platyhelminthes,FALSE,Diphyllobothriidae,not ungulate parasites,TRUE,Diphyllobothriidae
Disculicepitidae,Platyhelminthes,FALSE,Disculicepitidae,not ungulate parasites,FALSE,Disculicepitidae
Echeneibothriidae,Platyhelminthes,FALSE,Echeneibothriidae,not ungulate parasites,TRUE,Echeneibothriidae
Echinobothriidae,Platyhelminthes,FALSE,Echinobothriidae,not ungulate parasites,TRUE,Echinobothriidae
Echinophallidae,Platyhelminthes,FALSE,Echinophallidae,not ungulate parasites,TRUE,Echinophallidae
Eniochobothriidae,Platyhelminthes,FALSE,Eniochobothriidae,not ungulate parasites,FALSE,Eniochobothriidae
Escherbothriidae,Platyhelminthes,FALSE,Escherbothriidae,not ungulate parasites,TRUE,Escherbothriidae
Gastrolecithidae,Platyhelminthes,FALSE,NA,not ungulate parasites,FALSE,NA
Gryporhynchidae,Platyhelminthes,FALSE,Gryporhynchidae,not ungulate parasites,TRUE,Gryporhynchidae
Gyrocotylidae,Platyhelminthes,FALSE,Gyrocotylidae,not ungulate parasites,TRUE,Gyrocotylidae
Haplobothriidae,Platyhelminthes,FALSE,Haplobothriidae,not ungulate parasites,TRUE,Haplobothriidae
Hymenolepididae,Platyhelminthes,FALSE,Hymenolepididae,not ungulate parasites,TRUE,Hymenolepididae
Lecanicephalidae,Platyhelminthes,FALSE,Lecanicephalidae,not ungulate parasites,TRUE,Lecanicephalidae
Litobothriidae,Platyhelminthes,FALSE,Litobothriidae,not ungulate parasites,TRUE,Litobothriidae
Nippotaeniidae,Platyhelminthes,FALSE,Nippotaeniidae,not ungulate parasites,TRUE,Nippotaeniidae
Onchobothriidae,Platyhelminthes,FALSE,Onchobothriidae,not ungulate parasites,TRUE,Onchobothriidae
Paraberrapecidae,Platyhelminthes,FALSE,Paraberrapecidae,not ungulate parasites,FALSE,Paraberrapecidae
Phyllobothriidae,Platyhelminthes,FALSE,Phyllobothriidae,not ungulate parasites,TRUE,Phyllobothriidae
Polypocephalidae,Platyhelminthes,FALSE,Polypocephalidae,not ungulate parasites,TRUE,Polypocephalidae
Progynotaeniidae,Platyhelminthes,FALSE,Progynotaeniidae,not ungulate parasites,TRUE,Progynotaeniidae
Prosobothriidae,Platyhelminthes,FALSE,Prosobothriidae,not ungulate parasites,TRUE,Prosobothriidae
Proteocephalidae,Platyhelminthes,FALSE,Proteocephalidae,not ungulate parasites,TRUE,Proteocephalidae
Rhinebothriidae,Platyhelminthes,FALSE,Rhinebothriidae,not ungulate parasites,TRUE,Rhinebothriidae
Rhoptrobothriidae,Platyhelminthes,FALSE,NA,not ungulate parasites,FALSE,NA
Schistotaeniidae,Platyhelminthes,FALSE,Schistotaeniidae,not ungulate parasites,TRUE,Schistotaeniidae
Schizochoeridae,Platyhelminthes,FALSE,Schizochoeridae,not ungulate parasites,TRUE,Schizochoeridae
Serendipidae,Platyhelminthes,FALSE,Serendipidae_(family_in_Lophotrochozoa),not ungulate parasites,TRUE,Serendipidae
Shindeobothriiidae,Platyhelminthes,FALSE,Shindeobothriiidae,not ungulate parasites,FALSE,Shindeobothriiidae
Solenophoridae,Platyhelminthes,FALSE,Bolbophoridae,not ungulate parasites,TRUE,Bolbophoridae
Spathebothriidae,Platyhelminthes,FALSE,Spathebothriidae,not ungulate parasites,TRUE,Spathebothriidae
Tetrabothriidae,Platyhelminthes,FALSE,Tetrabothriidae,not ungulate parasites,TRUE,Tetrabothriidae
Tetragonocephalidae,Platyhelminthes,FALSE,Tetragonocephalidae,not ungulate parasites,TRUE,Tetragonocephalidae
Triaenophoridae,Platyhelminthes,FALSE,Triaenophoridae,not ungulate parasites,TRUE,Triaenophoridae
Zanobatocestidae,Platyhelminthes,FALSE,Zanobatocestidae,not ungulate parasites,TRUE,Zanobatocestidae
Dolichomacrostomidae,Platyhelminthes,FALSE,Dolichomacrostomidae,not ungulate parasites,FALSE,Dolichomacrostomidae
Microstomidae,Platyhelminthes,FALSE,Microstomidae,not ungulate parasites,FALSE,Microstomidae
Fecampiidae,Platyhelminthes,FALSE,Fecampiidae,not ungulate parasites,FALSE,Fecampiidae
Notenteridae,Platyhelminthes,FALSE,Notenteridae,not ungulate parasites,FALSE,Notenteridae
Piscinquilinidae,Platyhelminthes,FALSE,NA,not ungulate parasites,FALSE,NA
Urastomidae,Platyhelminthes,FALSE,Urastomidae,not ungulate parasites,FALSE,Urastomidae
Gnosonesimidae,Platyhelminthes,FALSE,Gnosonesimidae,not ungulate parasites,FALSE,Gnosonesimidae
Prorhynchidae,Platyhelminthes,FALSE,Prorhynchidae,not ungulate parasites,FALSE,Prorhynchidae
Acanthocotylidae,Platyhelminthes,FALSE,Acanthocotylidae,not ungulate parasites,TRUE,Acanthocotylidae
Allodiscocotylidae,Platyhelminthes,FALSE,Allodiscocotylidae,not ungulate parasites,TRUE,Allodiscocotylidae
Allopyragraphoridae,Platyhelminthes,FALSE,Allopyragraphoridae,not ungulate parasites,TRUE,Allopyragraphoridae
Amphibdellatidae,Platyhelminthes,FALSE,Amphibdellatidae,not ungulate parasites,TRUE,Amphibdellatidae
Anchorophoridae,Platyhelminthes,FALSE,Anchorophoridae,not ungulate parasites,TRUE,Anchorophoridae
Ancylodiscoididae,Platyhelminthes,FALSE,Ancylodiscoididae,not ungulate parasites,TRUE,Ancylodiscoididae
Ancyrocephalidae,Platyhelminthes,FALSE,Ancyrocephalidae,not ungulate parasites,TRUE,Ancyrocephalidae
Anoplodiscidae,Platyhelminthes,FALSE,Anoplodiscidae,not ungulate parasites,TRUE,Anoplodiscidae
Axinidae,Platyhelminthes,FALSE,Axinidae,not ungulate parasites,TRUE,Axinidae
Bothitrematidae,Platyhelminthes,FALSE,Bothitrematidae,not ungulate parasites,TRUE,Bothitrematidae
Bychowskicotylidae,Platyhelminthes,FALSE,Bychowskicotylidae,not ungulate parasites,TRUE,Bychowskicotylidae
Calceostomatidae,Platyhelminthes,FALSE,Calceostomatidae,not ungulate parasites,TRUE,Calceostomatidae
Capsalidae,Platyhelminthes,FALSE,Capsalidae,not ungulate parasites,TRUE,Capsalidae
Cemocotylidae,Platyhelminthes,FALSE,Heteraxinidae,not ungulate parasites,TRUE,Heteraxinidae
Chauhaneidae,Platyhelminthes,FALSE,Chauhaneidae,not ungulate parasites,TRUE,Chauhaneidae
Chimaericolidae,Platyhelminthes,FALSE,Chimaericolidae,not ungulate parasites,TRUE,Chimaericolidae
Dactylogyridae,Platyhelminthes,FALSE,Dactylogyridae,not ungulate parasites,TRUE,Dactylogyridae
Diclidophoridae,Platyhelminthes,FALSE,Diclidophoridae,not ungulate parasites,TRUE,Diclidophoridae
Diclybothriidae,Platyhelminthes,FALSE,Diclybothriidae,not ungulate parasites,TRUE,Diclybothriidae
Dionchidae,Platyhelminthes,FALSE,Dionchidae,not ungulate parasites,TRUE,Dionchidae
Diplectanidae,Platyhelminthes,FALSE,Diplectanidae,not ungulate parasites,TRUE,Diplectanidae
Diplozoidae,Platyhelminthes,FALSE,Diplozoidae,not ungulate parasites,TRUE,Diplozoidae
Discocotylidae,Platyhelminthes,FALSE,Discocotylidae,not ungulate parasites,TRUE,Discocotylidae
Enoplocotylidae,Platyhelminthes,FALSE,Enoplocotylidae,not ungulate parasites,TRUE,Enoplocotylidae
Fridericianellidae,Platyhelminthes,FALSE,Fridericianellidae,not ungulate parasites,TRUE,Fridericianellidae
Gastrocotylidae,Platyhelminthes,FALSE,Gastrocotylidae,not ungulate parasites,TRUE,Gastrocotylidae
Gotocotylidae,Platyhelminthes,FALSE,Gotocotylidae,not ungulate parasites,TRUE,Gotocotylidae
Gyrodactylidae,Platyhelminthes,FALSE,Gyrodactylidae,not ungulate parasites,TRUE,Gyrodactylidae
Heteraxinidae,Platyhelminthes,FALSE,Heteraxinidae,not ungulate parasites,TRUE,Heteraxinidae
Heteromicrocotylidae,Platyhelminthes,FALSE,Heteromicrocotylidae,not ungulate parasites,TRUE,Heteromicrocotylidae
Hexabothriidae,Platyhelminthes,FALSE,Hexabothriidae,not ungulate parasites,TRUE,Hexabothriidae
Hexostomatidae,Platyhelminthes,FALSE,Hexostomatidae,not ungulate parasites,TRUE,Hexostomatidae
Loimoidae,Platyhelminthes,FALSE,Loimoidae,not ungulate parasites,TRUE,Loimoidae
Macrovalvitrematidae,Platyhelminthes,FALSE,Macrovalvitrematidae,not ungulate parasites,TRUE,Macrovalvitrematidae
Mazocraeidae,Platyhelminthes,FALSE,Mazocraeidae,not ungulate parasites,TRUE,Mazocraeidae
Mazoplectidae,Platyhelminthes,FALSE,Mazoplectidae,not ungulate parasites,TRUE,Mazoplectidae
Megamicrocotylidae,Platyhelminthes,FALSE,Megamicrocotylidae,not ungulate parasites,TRUE,Megamicrocotylidae
Microbothriidae,Platyhelminthes,FALSE,Microbothriidae,not ungulate parasites,TRUE,Microbothriidae
Microcotylidae,Platyhelminthes,FALSE,Microcotylidae,not ungulate parasites,FALSE,Microcotylidae
Monaxinoididae,Platyhelminthes,FALSE,Monaxinoididae,not ungulate parasites,TRUE,Monaxinoididae
Monocotylidae,Platyhelminthes,FALSE,Monocotylidae,not ungulate parasites,TRUE,Monocotylidae
Montchadskyellidae,Platyhelminthes,FALSE,Montchadskyellidae,not ungulate parasites,TRUE,Montchadskyellidae
Neocalceostomatidae,Platyhelminthes,FALSE,Neocalceostomatidae,not ungulate parasites,TRUE,Neocalceostomatidae
Neotetraonchidae,Platyhelminthes,FALSE,Neotetraonchidae,not ungulate parasites,TRUE,Neotetraonchidae
Octolabeidae,Platyhelminthes,FALSE,Octolabeidae,not ungulate parasites,TRUE,Octolabeidae
Octomacridae,Platyhelminthes,FALSE,Octomacridae,not ungulate parasites,TRUE,Octomacridae
Paramonaxinidae,Platyhelminthes,FALSE,Paramonaxinidae,not ungulate parasites,TRUE,Paramonaxinidae
Plectanocotylidae,Platyhelminthes,FALSE,Plectanocotylidae,not ungulate parasites,TRUE,Plectanocotylidae
Protogyrodactylidae,Platyhelminthes,FALSE,Protogyrodactylidae,not ungulate parasites,FALSE,Protogyrodactylidae
Protomicrocotylidae,Platyhelminthes,FALSE,Protomicrocotylidae,not ungulate parasites,TRUE,Protomicrocotylidae
Pseudodactylogyridae,Platyhelminthes,FALSE,Pseudodactylogyridae,not ungulate parasites,TRUE,Pseudodactylogyridae
Pseudodiclidophoridae,Platyhelminthes,FALSE,Pseudodiclidophoridae,not ungulate parasites,TRUE,Pseudodiclidophoridae
Pterinotrematidae,Platyhelminthes,FALSE,Pterinotrematidae,not ungulate parasites,TRUE,Pterinotrematidae
Pyragraphoridae,Platyhelminthes,FALSE,Pyragraphoridae,not ungulate parasites,TRUE,Pyragraphoridae
Rhinecotylidae,Platyhelminthes,FALSE,Rhinecotyle,not ungulate parasites,TRUE,Rhinecotyle
Tetraonchidae,Platyhelminthes,FALSE,Tetraonchidae,not ungulate parasites,TRUE,Tetraonchidae
Tetraonchoididae,Platyhelminthes,FALSE,Tetraonchoididae,not ungulate parasites,TRUE,Tetraonchoididae
Thoracocotylidae,Platyhelminthes,FALSE,Neothoracocotylidae,not ungulate parasites,TRUE,Neothoracocotylidae
Udonellidae,Platyhelminthes,FALSE,Udonellidae,not ungulate parasites,TRUE,Udonellidae
Urogyridae,Platyhelminthes,FALSE,NA,not ungulate parasites,FALSE,NA
Genostomatidae,Platyhelminthes,FALSE,Genostomatidae,not ungulate parasites,FALSE,Genostomatidae
Haplopharyngidae,Platyhelminthes,FALSE,Haplopharyngidae,not ungulate parasites,FALSE,Haplopharyngidae
Macrostomidae,Platyhelminthes,FALSE,Macrostomidae,not ungulate parasites,FALSE,Macrostomidae
Anocellidae,Platyhelminthes,FALSE,Anocellidae,not ungulate parasites,FALSE,Anocellidae
Apidioplanidae,Platyhelminthes,FALSE,Apidioplanidae,not ungulate parasites,FALSE,Apidioplanidae
Dicteroidae,Platyhelminthes,FALSE,Dicteroidae,not ungulate parasites,FALSE,Dicteroidae
Didangiidae,Platyhelminthes,FALSE,Didangiidae,not ungulate parasites,FALSE,Didangiidae
Diposthidae,Platyhelminthes,FALSE,Diposthidae,not ungulate parasites,FALSE,Diposthidae
Enantiidae,Platyhelminthes,FALSE,Enantiidae,not ungulate parasites,FALSE,Enantiidae
Euplanidae,Platyhelminthes,FALSE,Euplanidae,not ungulate parasites,FALSE,Euplanidae
Latocestidae,Platyhelminthes,FALSE,Latocestidae,not ungulate parasites,FALSE,Latocestidae
Limnostylochidae,Platyhelminthes,FALSE,Limnostylochidae,not ungulate parasites,FALSE,Limnostylochidae
Stylochocestidae,Platyhelminthes,FALSE,Stylochocestidae,not ungulate parasites,FALSE,Stylochocestidae
Multipeniatidae,Platyhelminthes,FALSE,Multipeniatidae,not ungulate parasites,FALSE,Multipeniatidae
Plagiostomidae,Platyhelminthes,FALSE,Plagiostomidae,not ungulate parasites,FALSE,Plagiostomidae
Protomonotresidae,Platyhelminthes,FALSE,Protomonotresidae,not ungulate parasites,FALSE,Protomonotresidae
Pseudostomidae,Platyhelminthes,FALSE,Pseudostomidae,not ungulate parasites,FALSE,Pseudostomidae
Scleraulophoridae,Platyhelminthes,FALSE,Scleraulophoridae,not ungulate parasites,FALSE,Scleraulophoridae
Archimonocelidae,Platyhelminthes,FALSE,Archimonocelidae,not ungulate parasites,FALSE,Archimonocelidae
Calviriidae,Platyhelminthes,FALSE,Calviriidae,not ungulate parasites,FALSE,Calviriidae
Ciliopharyngiellidae,Platyhelminthes,FALSE,Ciliopharyngiellidae,not ungulate parasites,FALSE,Ciliopharyngiellidae
Coelogynoporidae,Platyhelminthes,FALSE,Coelogynoporidae,not ungulate parasites,FALSE,Coelogynoporidae
Meidiamidae,Platyhelminthes,FALSE,Meidiamidae,not ungulate parasites,FALSE,Meidiamidae
Monocelididae,Platyhelminthes,FALSE,Monocelididae,not ungulate parasites,FALSE,Monocelididae
Monotoplanidae,Platyhelminthes,FALSE,Monotoplanidae,not ungulate parasites,FALSE,Monotoplanidae
Nematoplanidae,Platyhelminthes,FALSE,Nematoplanidae,not ungulate parasites,FALSE,Nematoplanidae
Otomesostomatidae,Platyhelminthes,FALSE,Otomesostomatidae,not ungulate parasites,FALSE,Otomesostomatidae
Otoplanidae,Platyhelminthes,FALSE,Otoplanidae,not ungulate parasites,FALSE,Otoplanidae
Polystyliphoridae,Platyhelminthes,FALSE,Polystyliphoridae,not ungulate parasites,FALSE,Polystyliphoridae
Acholadidae,Platyhelminthes,FALSE,Acholadidae,not ungulate parasites,FALSE,Acholadidae
Aculeorhynchidae,Platyhelminthes,FALSE,Aculeorhynchidae,not ungulate parasites,FALSE,Aculeorhynchidae
Bertiliellidae,Platyhelminthes,FALSE,Bertiliellidae,not ungulate parasites,FALSE,Bertiliellidae
Byrsophlebidae,Platyhelminthes,FALSE,Byrsophlebidae,not ungulate parasites,FALSE,Byrsophlebidae
Cheliplanidae,Platyhelminthes,FALSE,Cheliplanidae,not ungulate parasites,FALSE,Cheliplanidae
Cicerinidae,Platyhelminthes,FALSE,Cicerinidae,not ungulate parasites,FALSE,Cicerinidae
Crassicollidae,Platyhelminthes,FALSE,Crassicollidae,not ungulate parasites,FALSE,Crassicollidae
Cystiplanidae,Platyhelminthes,FALSE,Cystiplanidae,not ungulate parasites,FALSE,Cystiplanidae
Cytocystididae,Platyhelminthes,FALSE,Cytocystididae,not ungulate parasites,FALSE,Cytocystididae
Dalyelliidae,Platyhelminthes,FALSE,Dalyelliidae,not ungulate parasites,FALSE,Dalyelliidae
Diascorhynchidae,Platyhelminthes,FALSE,Diascorhynchidae,not ungulate parasites,FALSE,Diascorhynchidae
Gnathorhynchidae,Platyhelminthes,FALSE,Gnathorhynchidae,not ungulate parasites,FALSE,Gnathorhynchidae
Graffillidae,Platyhelminthes,FALSE,Graffillidae,not ungulate parasites,FALSE,Graffillidae
Hypoblepharinidae,Platyhelminthes,FALSE,Hypoblepharinidae,not ungulate parasites,FALSE,Hypoblepharinidae
Karkinorhynchidae,Platyhelminthes,FALSE,Karkinorhynchidae,not ungulate parasites,FALSE,Karkinorhynchidae
Koinocystididae,Platyhelminthes,FALSE,Koinocystididae,not ungulate parasites,FALSE,Koinocystididae
Kytorhynchidae,Platyhelminthes,FALSE,Kytorhynchidae,not ungulate parasites,FALSE,Kytorhynchidae
Luridae,Platyhelminthes,FALSE,Luridae,not ungulate parasites,FALSE,Luridae
Nannorhynchididae,Platyhelminthes,FALSE,Nannorhynchididae,not ungulate parasites,FALSE,Nannorhynchididae
Nematorhynchidae,Platyhelminthes,FALSE,Nematorhynchidae,not ungulate parasites,FALSE,Nematorhynchidae
Placorhynchidae,Platyhelminthes,FALSE,Placorhynchidae,not ungulate parasites,FALSE,Placorhynchidae
Polycystididae,Platyhelminthes,FALSE,Polycystididae,not ungulate parasites,FALSE,Polycystididae
Promesostomidae,Platyhelminthes,FALSE,Promesostomidae,not ungulate parasites,FALSE,Promesostomidae
Provorticidae,Platyhelminthes,FALSE,Provorticidae,not ungulate parasites,FALSE,Provorticidae
Psammorhynchidae,Platyhelminthes,FALSE,Psammorhynchidae,not ungulate parasites,FALSE,Psammorhynchidae
Pterastericolidae,Platyhelminthes,FALSE,Pterastericolidae,not ungulate parasites,FALSE,Pterastericolidae
Rhynchokarlingiidae,Platyhelminthes,FALSE,Rhynchokarlingiidae,not ungulate parasites,FALSE,Rhynchokarlingiidae
Schizorhynchidae,Platyhelminthes,FALSE,Schizorhynchidae,not ungulate parasites,FALSE,Schizorhynchidae
Solenopharyngidae,Platyhelminthes,FALSE,Solenopharyngidae,not ungulate parasites,FALSE,Solenopharyngidae
Trigonostomidae,Platyhelminthes,FALSE,Trigonostomidae,not ungulate parasites,FALSE,Trigonostomidae
Typhloplanidae,Platyhelminthes,FALSE,Typhloplanidae,not ungulate parasites,FALSE,Typhloplanidae
Umagillidae,Platyhelminthes,FALSE,Umagillidae,not ungulate parasites,FALSE,Umagillidae
Stichocotylidae,Platyhelminthes,FALSE,Stichocotylidae,not ungulate parasites,TRUE,Stichocotylidae
Dimarcusidae,Platyhelminthes,FALSE,Dimarcusidae,not ungulate parasites,FALSE,Dimarcusidae
Rhynchodemidae,Platyhelminthes,FALSE,Rhynchodemidae,not ungulate parasites,FALSE,Rhynchodemidae
Eutetrarhynchidae,Platyhelminthes,FALSE,Eutetrarhynchidae,not ungulate parasites,TRUE,Eutetrarhynchidae
Mixodigmatidae,Platyhelminthes,FALSE,Mixodigmatidae,not ungulate parasites,TRUE,Mixodigmatidae
Progrillotiidae,Platyhelminthes,FALSE,Progrillotiidae,not ungulate parasites,TRUE,Progrillotiidae
Rhinoptericolidae,Platyhelminthes,FALSE,Rhinoptericolidae,not ungulate parasites,TRUE,Rhinoptericolidae
Aporhynchidae,Platyhelminthes,FALSE,Aporhynchidae,not ungulate parasites,TRUE,Aporhynchidae
Gilquiniidae,Platyhelminthes,FALSE,Gilquiniidae,not ungulate parasites,TRUE,Gilquiniidae
Gymnorhynchidae,Platyhelminthes,FALSE,Gymnorhynchidae,not ungulate parasites,TRUE,Gymnorhynchidae
Rhopalothylacidae,Platyhelminthes,FALSE,Rhopalothylacidae,not ungulate parasites,TRUE,Rhopalothylacidae
Lacistorhynchidae,Platyhelminthes,FALSE,Lacistorhynchidae,not ungulate parasites,TRUE,Lacistorhynchidae
Pterobothriidae,Platyhelminthes,FALSE,Pterobothriidae,not ungulate parasites,TRUE,Pterobothriidae
Otobothriidae,Platyhelminthes,FALSE,Otobothriidae,not ungulate parasites,TRUE,Otobothriidae
Paranybeliniidae,Platyhelminthes,FALSE,Paranybeliniidae,not ungulate parasites,TRUE,Paranybeliniidae
Pseudotobothriidae,Platyhelminthes,FALSE,Pseudotobothriidae,not ungulate parasites,TRUE,Pseudotobothriidae
Sphyriocephalidae,Platyhelminthes,FALSE,Sphyriocephalidae,not ungulate parasites,TRUE,Sphyriocephalidae
Tentaculariidae,Platyhelminthes,FALSE,Tentaculariidae,not ungulate parasites,TRUE,Tentaculariidae
Cestoplanidae,Platyhelminthes,FALSE,Cestoplanidae,not ungulate parasites,FALSE,Cestoplanidae
Amyellidae,Platyhelminthes,FALSE,Amyellidae,not ungulate parasites,FALSE,Amyellidae
Boniniidae,Platyhelminthes,FALSE,Boniniidae,not ungulate parasites,FALSE,Boniniidae
Chromoplanidae,Platyhelminthes,FALSE,Chromoplanidae,not ungulate parasites,FALSE,Chromoplanidae
Theamatidae,Platyhelminthes,FALSE,Theamatidae,not ungulate parasites,FALSE,Theamatidae
Cryptocelidae,Platyhelminthes,FALSE,Cryptocelidae,not ungulate parasites,FALSE,Cryptocelidae
Discocelididae,Platyhelminthes,FALSE,Discocelidae,not ungulate parasites,FALSE,Discocelidae
Plehniidae,Platyhelminthes,FALSE,Plehniidae,not ungulate parasites,FALSE,Plehniidae
Polyposthiidae,Platyhelminthes,FALSE,Polyposthiidae,not ungulate parasites,FALSE,Polyposthiidae
Ditremageniidae,Platyhelminthes,FALSE,Ditremageniidae,not ungulate parasites,FALSE,Ditremageniidae
Euryleptidae,Platyhelminthes,FALSE,Euryleptidae,not ungulate parasites,FALSE,Euryleptidae
Discocelidae,Platyhelminthes,FALSE,Discocelidae,not ungulate parasites,FALSE,Discocelidae
Candimboididae,Platyhelminthes,FALSE,Candimboididae,not ungulate parasites,FALSE,Candimboididae
Faubelidae,Platyhelminthes,FALSE,NA,not ungulate parasites,FALSE,NA
Gnesiocerotidae,Platyhelminthes,FALSE,Gnesiocerotidae,not ungulate parasites,FALSE,Gnesiocerotidae
Ilyplanidae,Platyhelminthes,FALSE,Ilyplanidae,not ungulate parasites,FALSE,Ilyplanidae
Leptoplanidae,Platyhelminthes,FALSE,Leptoplanidae,not ungulate parasites,FALSE,Leptoplanidae
Mucroplanidae,Platyhelminthes,FALSE,Mucroplanidae,not ungulate parasites,FALSE,Mucroplanidae
Notoplanidae,Platyhelminthes,FALSE,Notoplanidae,not ungulate parasites,FALSE,Notoplanidae
Palauidae,Platyhelminthes,FALSE,Palauidae,not ungulate parasites,FALSE,Palauidae
Pleioplanidae,Platyhelminthes,FALSE,Pleioplanidae,not ungulate parasites,FALSE,Pleioplanidae
Stylochoplanidae,Platyhelminthes,FALSE,Stylochoplanidae,not ungulate parasites,FALSE,Stylochoplanidae
Opisthogeniidae,Platyhelminthes,FALSE,Opisthogeniidae,not ungulate parasites,FALSE,Opisthogeniidae
Pericelidae,Platyhelminthes,FALSE,Pericelidae,not ungulate parasites,FALSE,Pericelidae
Prosthiostomidae,Platyhelminthes,FALSE,Prosthiostomidae,not ungulate parasites,FALSE,Prosthiostomidae
Anonymidae,Platyhelminthes,FALSE,Anonymidae,not ungulate parasites,FALSE,Anonymidae
Euryleptididae,Platyhelminthes,FALSE,Euryleptididae,not ungulate parasites,FALSE,Euryleptididae
Laidlawiidae,Platyhelminthes,FALSE,Laidlawiidae,not ungulate parasites,FALSE,Laidlawiidae
Pseudocerotidae,Platyhelminthes,FALSE,Pseudocerotidae,not ungulate parasites,FALSE,Pseudocerotidae
Stylochoididae,Platyhelminthes,FALSE,Stylochoididae,not ungulate parasites,FALSE,Stylochoididae
Callioplanidae,Platyhelminthes,FALSE,Callioplanidae,not ungulate parasites,FALSE,Callioplanidae
Discoprosthididae,Platyhelminthes,FALSE,Discoprosthididae,not ungulate parasites,FALSE,Discoprosthididae
Planoceridae,Platyhelminthes,FALSE,Planoceridae,not ungulate parasites,FALSE,Planoceridae
Pseudostylochidae,Platyhelminthes,FALSE,Pseudostylochidae,not ungulate parasites,FALSE,Pseudostylochidae
Stylochidae,Platyhelminthes,FALSE,Stylochidae,not ungulate parasites,FALSE,Stylochidae
